chr4	28187	28831	chr4	113149	116954
chr4	80145	81041	chr4	91304	93202
chr4	80145	81041	chr4	113149	116954
chr4	91304	93202	chr4	113149	116954
chr4	91304	93202	chr4	175918	177003
chr4	91304	93202	chr4	228073	229993
chr4	113149	116954	chr4	175918	177003
chr4	113149	116954	chr4	184134	185193
chr4	113149	116954	chr4	215529	217540
chr4	113149	116954	chr4	221395	222790
chr4	113149	116954	chr4	228073	229993
chr4	113149	116954	chr4	238655	239476
chr4	175918	177003	chr4	184134	185193
chr4	175918	177003	chr4	194519	195735
chr4	175918	177003	chr4	215529	217540
chr4	175918	177003	chr4	221395	222790
chr4	175918	177003	chr4	228073	229993
chr4	175918	177003	chr4	238655	239476
chr4	184134	185193	chr4	215529	217540
chr4	184134	185193	chr4	221395	222790
chr4	194519	195735	chr4	215529	217540
chr4	215529	217540	chr4	228073	229993
chr4	215529	217540	chr4	238655	239476
chr4	221395	222790	chr4	228073	229993
chr4	221395	222790	chr4	238655	239476
chr4	221395	222790	chr4	301704	303212
chr4	228073	229993	chr4	238655	239476
chr4	238655	239476	chr4	258040	258308
chr4	301704	303212	chr4	333511	334667
chr4	301704	303212	chr4	349941	351987
chr4	301704	303212	chr4	382858	384630
chr4	333511	334667	chr4	349941	351987
chr4	333511	334667	chr4	357898	358793
chr4	349941	351987	chr4	372744	374031
chr4	349941	351987	chr4	382858	384630
chr4	349941	351987	chr4	388405	389141
chr4	349941	351987	chr4	482473	484142
chr4	349941	351987	chr4	508113	509394
chr4	357898	358793	chr4	372744	374031
chr4	357898	358793	chr4	394012	395189
chr4	372744	374031	chr4	382858	384630
chr4	372744	374031	chr4	388405	389141
chr4	372744	374031	chr4	394012	395189
chr4	382858	384630	chr4	394012	395189
chr4	382858	384630	chr4	434699	435528
chr4	382858	384630	chr4	462658	463963
chr4	382858	384630	chr4	482473	484142
chr4	388405	389141	chr4	434699	435528
chr4	394012	395189	chr4	482473	484142
chr4	394012	395189	chr4	508113	509394
chr4	434699	435528	chr4	462658	463963
chr4	434699	435528	chr4	482473	484142
chr4	434699	435528	chr4	492172	494196
chr4	434699	435528	chr4	508113	509394
chr4	439553	441227	chr4	462658	463963
chr4	439553	441227	chr4	482473	484142
chr4	439553	441227	chr4	492172	494196
chr4	439553	441227	chr4	508113	509394
chr4	462658	463963	chr4	482473	484142
chr4	462658	463963	chr4	492172	494196
chr4	462658	463963	chr4	508113	509394
chr4	482473	484142	chr4	492172	494196
chr4	482473	484142	chr4	508113	509394
chr4	492172	494196	chr4	508113	509394
chr4	508113	509394	chr4	519439	520331
chr4	812651	813757	chr4	966091	966996
chr4	812651	813757	chr4	977804	980087
chr4	812651	813757	chr4	1049283	1052411
chr4	840737	841691	chr4	977804	980087
chr4	945602	946231	chr4	966091	966996
chr4	945602	946231	chr4	972040	973109
chr4	945602	946231	chr4	977804	980087
chr4	945602	946231	chr4	992162	992895
chr4	945602	946231	chr4	1062919	1064035
chr4	952771	953339	chr4	966091	966996
chr4	966091	966996	chr4	977804	980087
chr4	966091	966996	chr4	992162	992895
chr4	972040	973109	chr4	992162	992895
chr4	972040	973109	chr4	1049283	1052411
chr4	975639	975992	chr4	992162	992895
chr4	977804	980087	chr4	992162	992895
chr4	977804	980087	chr4	998767	999695
chr4	977804	980087	chr4	1004932	1006422
chr4	977804	980087	chr4	1011147	1011492
chr4	977804	980087	chr4	1014775	1015899
chr4	977804	980087	chr4	1064583	1065783
chr4	977804	980087	chr4	1208566	1209966
chr4	992162	992895	chr4	1068481	1069984
chr4	998767	999695	chr4	1011147	1011492
chr4	998767	999695	chr4	1031971	1033081
chr4	998767	999695	chr4	1049283	1052411
chr4	1004932	1006422	chr4	1024092	1024778
chr4	1004932	1006422	chr4	1062919	1064035
chr4	1004932	1006422	chr4	1064583	1065783
chr4	1011147	1011492	chr4	1024941	1026100
chr4	1011147	1011492	chr4	1031971	1033081
chr4	1011147	1011492	chr4	1049283	1052411
chr4	1014775	1015899	chr4	1024092	1024778
chr4	1014775	1015899	chr4	1024941	1026100
chr4	1024092	1024778	chr4	1049283	1052411
chr4	1024941	1026100	chr4	1049283	1052411
chr4	1024941	1026100	chr4	1064583	1065783
chr4	1031971	1033081	chr4	1049283	1052411
chr4	1031971	1033081	chr4	1064583	1065783
chr4	1049283	1052411	chr4	1062919	1064035
chr4	1049283	1052411	chr4	1064583	1065783
chr4	1049283	1052411	chr4	1068481	1069984
chr4	1062919	1064035	chr4	1083146	1085588
chr4	1064583	1065783	chr4	1083146	1085588
chr4	1068481	1069984	chr4	1083146	1085588
chr4	1195872	1196917	chr4	1208566	1209966
chr4	1208566	1209966	chr4	1220175	1220924
chr4	1208566	1209966	chr4	1756975	1760512
chr4	1480485	1482160	chr4	1493463	1494972
chr4	1493463	1494972	chr4	1529276	1531022
chr4	1529276	1531022	chr4	1553682	1554583
chr4	1529276	1531022	chr4	1565737	1566573
chr4	1529276	1531022	chr4	1756975	1760512
chr4	1553682	1554583	chr4	1565737	1566573
chr4	1572598	1574134	chr4	1580986	1581879
chr4	1572598	1574134	chr4	1590683	1591587
chr4	1580986	1581879	chr4	1590683	1591587
chr4	1590683	1591587	chr4	1756975	1760512
chr4	1712750	1714000	chr4	1741530	1742206
chr4	1712750	1714000	chr4	1756975	1760512
chr4	1741530	1742206	chr4	1756975	1760512
chr4	2019581	2020618	chr4	2036049	2037350
chr4	2019581	2020618	chr4	2078803	2080875
chr4	2019581	2020618	chr4	2081674	2082463
chr4	2036049	2037350	chr4	2078803	2080875
chr4	2042387	2042978	chr4	2078803	2080875
chr4	2078803	2080875	chr4	2111951	2112973
chr4	2081674	2082463	chr4	2111951	2112973
chr4	3583862	3584710	chr4	3604943	3607064
chr4	3604943	3607064	chr4	3616581	3616882
chr4	3604943	3607064	chr4	3618362	3619414
chr4	3604943	3607064	chr4	3624667	3625383
chr4	3604943	3607064	chr4	3628512	3629588
chr4	3604943	3607064	chr4	3629596	3630292
chr4	3604943	3607064	chr4	3667887	3670444
chr4	3604943	3607064	chr4	6364531	6366014
chr4	3604943	3607064	chr4	18873857	18875149
chr4	3618362	3619414	chr4	3628512	3629588
chr4	3618362	3619414	chr4	3629596	3630292
chr4	3618362	3619414	chr4	3652945	3654244
chr4	3618362	3619414	chr4	3667887	3670444
chr4	3628512	3629588	chr4	3652945	3654244
chr4	3629596	3630292	chr4	3667887	3670444
chr4	3652945	3654244	chr4	3667887	3670444
chr4	3652945	3654244	chr4	3679458	3680504
chr4	3652945	3654244	chr4	3710868	3712341
chr4	3657985	3659272	chr4	3667887	3670444
chr4	3657985	3659272	chr4	3737482	3738491
chr4	3667887	3670444	chr4	3679458	3680504
chr4	3667887	3670444	chr4	3683538	3684774
chr4	3667887	3670444	chr4	3731140	3732176
chr4	3679458	3680504	chr4	3700863	3701706
chr4	3679458	3680504	chr4	3731140	3732176
chr4	3679458	3680504	chr4	3743471	3744414
chr4	3683538	3684774	chr4	3700863	3701706
chr4	3683538	3684774	chr4	3710868	3712341
chr4	3683538	3684774	chr4	3746932	3748075
chr4	3700863	3701706	chr4	3710868	3712341
chr4	3700863	3701706	chr4	3731140	3732176
chr4	3700863	3701706	chr4	3737482	3738491
chr4	3700863	3701706	chr4	3743471	3744414
chr4	3700863	3701706	chr4	3746932	3748075
chr4	3710868	3712341	chr4	3731140	3732176
chr4	3710868	3712341	chr4	3737482	3738491
chr4	3710868	3712341	chr4	3743471	3744414
chr4	3731140	3732176	chr4	3743471	3744414
chr4	3731140	3732176	chr4	3746932	3748075
chr4	3882679	3883737	chr4	3912632	3913749
chr4	3903168	3903810	chr4	3912632	3913749
chr4	3973667	3975110	chr4	3990941	3991615
chr4	3973667	3975110	chr4	4009734	4011123
chr4	3973667	3975110	chr4	4135345	4136165
chr4	3998908	3999465	chr4	4009734	4011123
chr4	4009734	4011123	chr4	4020704	4021923
chr4	4009734	4011123	chr4	4129561	4131006
chr4	4129561	4131006	chr4	4204639	4205137
chr4	4244441	4245428	chr4	4257131	4257697
chr4	4355744	4356557	chr4	4392503	4393709
chr4	4355744	4356557	chr4	4461115	4462431
chr4	4355744	4356557	chr4	4467526	4470070
chr4	4392503	4393709	chr4	4461115	4462431
chr4	4392503	4393709	chr4	4467526	4470070
chr4	4392503	4393709	chr4	4479563	4480860
chr4	4392503	4393709	chr4	4510373	4511555
chr4	4400027	4401235	chr4	4461115	4462431
chr4	4400027	4401235	chr4	4467526	4470070
chr4	4400027	4401235	chr4	4479563	4480860
chr4	4400027	4401235	chr4	4510373	4511555
chr4	4461115	4462431	chr4	4467526	4470070
chr4	4461115	4462431	chr4	4479563	4480860
chr4	4461115	4462431	chr4	4510373	4511555
chr4	4467526	4470070	chr4	4479563	4480860
chr4	4467526	4470070	chr4	4510373	4511555
chr4	4467526	4470070	chr4	4536640	4537497
chr4	4467526	4470070	chr4	4539992	4540713
chr4	4467526	4470070	chr4	4664017	4665049
chr4	4479563	4480860	chr4	4510373	4511555
chr4	4479563	4480860	chr4	4536640	4537497
chr4	4510373	4511555	chr4	4536640	4537497
chr4	4510373	4511555	chr4	4539992	4540713
chr4	4539992	4540713	chr4	4664017	4665049
chr4	4598949	4599938	chr4	4664017	4665049
chr4	4610308	4610994	chr4	5311815	5313308
chr4	5247463	5248609	chr4	5261341	5262596
chr4	5247463	5248609	chr4	5270027	5271506
chr4	5261341	5262596	chr4	5270027	5271506
chr4	5261341	5262596	chr4	5302065	5303305
chr4	5261341	5262596	chr4	5379748	5380536
chr4	5294328	5296002	chr4	5311815	5313308
chr4	5294328	5296002	chr4	21407132	21408746
chr4	5302065	5303305	chr4	5311815	5313308
chr4	5302065	5303305	chr4	5402353	5403592
chr4	5302065	5303305	chr4	5485268	5486882
chr4	5311815	5313308	chr4	5488157	5488844
chr4	5379748	5380536	chr4	5402353	5403592
chr4	5402353	5403592	chr4	5452156	5452556
chr4	5402353	5403592	chr4	5485268	5486882
chr4	5402353	5403592	chr4	5540475	5541238
chr4	5404193	5405011	chr4	5485268	5486882
chr4	5485268	5486882	chr4	5540475	5541238
chr4	5768109	5769016	chr4	5777531	5778293
chr4	5777531	5778293	chr4	5853787	5855008
chr4	5777531	5778293	chr4	6017617	6020200
chr4	5850015	5851083	chr4	5862407	5863842
chr4	5850015	5851083	chr4	5867176	5867848
chr4	5853787	5855008	chr4	5862407	5863842
chr4	5857890	5858612	chr4	5867176	5867848
chr4	5862407	5863842	chr4	6364531	6366014
chr4	5950577	5950967	chr4	5960370	5961238
chr4	5950577	5950967	chr4	5969995	5970935
chr4	5960370	5961238	chr4	5969995	5970935
chr4	5960370	5961238	chr4	5992272	5992732
chr4	5960370	5961238	chr4	6028602	6030747
chr4	5969995	5970935	chr4	6017617	6020200
chr4	6017617	6020200	chr4	6028602	6030747
chr4	6017617	6020200	chr4	6055508	6056570
chr4	6028602	6030747	chr4	6055508	6056570
chr4	6028602	6030747	chr4	6196326	6198162
chr4	6186184	6186460	chr4	6196326	6198162
chr4	6196326	6198162	chr4	6362224	6363071
chr4	6196326	6198162	chr4	6364531	6366014
chr4	6196326	6198162	chr4	6464310	6464984
chr4	6362224	6363071	chr4	6410081	6411530
chr4	6364531	6366014	chr4	6410081	6411530
chr4	6364531	6366014	chr4	6455339	6456447
chr4	6364531	6366014	chr4	6464310	6464984
chr4	6455339	6456447	chr4	6464310	6464984
chr4	6455339	6456447	chr4	6465670	6466999
chr4	6959583	6960468	chr4	6970125	6971207
chr4	6959583	6960468	chr4	7005863	7006820
chr4	6960918	6962637	chr4	6970125	6971207
chr4	7005863	7006820	chr4	7014051	7014903
chr4	7556317	7556923	chr4	7588231	7589144
chr4	7556317	7556923	chr4	7634216	7635548
chr4	7588231	7589144	chr4	7644553	7645647
chr4	7634216	7635548	chr4	7642446	7643818
chr4	7634216	7635548	chr4	7644553	7645647
chr4	7642446	7643818	chr4	7703454	7704186
chr4	7644553	7645647	chr4	7703454	7704186
chr4	7842427	7843282	chr4	7899063	7900128
chr4	7842427	7843282	chr4	7914102	7915331
chr4	7899063	7900128	chr4	7914102	7915331
chr4	8134467	8135456	chr4	8163198	8164427
chr4	8134467	8135456	chr4	8212720	8213952
chr4	8165404	8165920	chr4	8201896	8202848
chr4	8201896	8202848	chr4	8212720	8213952
chr4	8479698	8479975	chr4	8497602	8499723
chr4	8479698	8479975	chr4	8528433	8529407
chr4	8483288	8484937	chr4	8497602	8499723
chr4	8483288	8484937	chr4	8505920	8507149
chr4	8483288	8484937	chr4	8530112	8531270
chr4	8497602	8499723	chr4	8505920	8507149
chr4	8497602	8499723	chr4	8528433	8529407
chr4	8497602	8499723	chr4	8530112	8531270
chr4	8505920	8507149	chr4	8528433	8529407
chr4	8505920	8507149	chr4	8530112	8531270
chr4	8650837	8651827	chr4	8729947	8731101
chr4	8735122	8736941	chr4	8747519	8749032
chr4	8835163	8836081	chr4	8851324	8852288
chr4	9769355	9770176	chr4	9783342	9784712
chr4	9783342	9784712	chr4	9835188	9836281
chr4	9783342	9784712	chr4	9865230	9866247
chr4	9783342	9784712	chr4	10073304	10074492
chr4	9952912	9953530	chr4	10012751	10014665
chr4	10012751	10014665	chr4	10026679	10027466
chr4	10012751	10014665	chr4	10047644	10048348
chr4	10026679	10027466	chr4	10036214	10037308
chr4	10036214	10037308	chr4	10251750	10252978
chr4	10053270	10054490	chr4	10073304	10074492
chr4	10073304	10074492	chr4	10245231	10245795
chr4	10073304	10074492	chr4	10255310	10257183
chr4	10109333	10111086	chr4	10255310	10257183
chr4	10127525	10128501	chr4	10220428	10222055
chr4	10220428	10222055	chr4	10233726	10235239
chr4	10220428	10222055	chr4	10251750	10252978
chr4	10220428	10222055	chr4	10255310	10257183
chr4	10233726	10235239	chr4	10245231	10245795
chr4	10233726	10235239	chr4	10251750	10252978
chr4	10233726	10235239	chr4	10255310	10257183
chr4	10233726	10235239	chr4	10257460	10258207
chr4	10233726	10235239	chr4	10316653	10317476
chr4	10241280	10242798	chr4	10264540	10264954
chr4	10241280	10242798	chr4	10276166	10277211
chr4	10245231	10245795	chr4	10255310	10257183
chr4	10245231	10245795	chr4	10264540	10264954
chr4	10251750	10252978	chr4	10264540	10264954
chr4	10255310	10257183	chr4	10264540	10264954
chr4	10255310	10257183	chr4	10276166	10277211
chr4	10257460	10258207	chr4	10276166	10277211
chr4	10264540	10264954	chr4	10276166	10277211
chr4	10335720	10336828	chr4	10364940	10365631
chr4	10568529	10569928	chr4	10593669	10594918
chr4	10593669	10594918	chr4	10635893	10637011
chr4	10635893	10637011	chr4	10685123	10686428
chr4	10685123	10686428	chr4	10905203	10906698
chr4	10766233	10767634	chr4	10776290	10777544
chr4	10766233	10767634	chr4	10921527	10922373
chr4	10776290	10777544	chr4	10799343	10799696
chr4	10776290	10777544	chr4	10909542	10911538
chr4	10776290	10777544	chr4	10921527	10922373
chr4	10776290	10777544	chr4	10931182	10932523
chr4	10799343	10799696	chr4	10909542	10911538
chr4	10899546	10900032	chr4	10909542	10911538
chr4	10899546	10900032	chr4	10931182	10932523
chr4	10905203	10906698	chr4	10921527	10922373
chr4	10905203	10906698	chr4	10931182	10932523
chr4	10905203	10906698	chr4	10946229	10947216
chr4	10905203	10906698	chr4	10955356	10957761
chr4	10909542	10911538	chr4	10921527	10922373
chr4	10909542	10911538	chr4	10931182	10932523
chr4	10909542	10911538	chr4	10946229	10947216
chr4	10909542	10911538	chr4	10950879	10952743
chr4	10909542	10911538	chr4	10955356	10957761
chr4	10921527	10922373	chr4	10931182	10932523
chr4	10921527	10922373	chr4	10946229	10947216
chr4	10921527	10922373	chr4	10950879	10952743
chr4	10931182	10932523	chr4	10946229	10947216
chr4	10931182	10932523	chr4	10950879	10952743
chr4	10931182	10932523	chr4	10955356	10957761
