chr4	2579	3064	0
chr4	7759	8244	0
chr4	10962	11965	0
chr4	13151	14080	0
chr4	16674	17449	0
chr4	27758	32276	0
chr4	34591	35217	0
chr4	35699	37240	0
chr4	37256	38450	0
chr4	40036	40554	0
chr4	40567	40803	0
chr4	40810	43708	0
chr4	52056	54538	0
chr4	54716	55312	0
chr4	58483	64754	0
chr4	75308	75579	0
chr4	76893	79067	0
chr4	80396	89295	1.278753601
chr4	90966	93287	1.311753861
chr4	103380	104664	0
chr4	107049	111366	0
chr4	113170	116860	1.574031268
chr4	119949	121539	0
chr4	137301	138988	0
chr4	140435	142359	0
chr4	142567	144932	0
chr4	163116	166764	0
chr4	174504	175086	0
chr4	175850	180947	1.795880017
chr4	180985	185014	1.835690571
chr4	186285	195759	2.091666958
chr4	201864	202808	0
chr4	205179	205551	0
chr4	215474	219130	1.667452953
chr4	219332	223160	2.217483944
chr4	225938	229978	2.629919036
chr4	240566	243052	1.161368002
chr4	245071	247512	0.77815125
chr4	248636	249349	0
chr4	250451	252350	0
chr4	256794	260929	0
chr4	272428	275422	0
chr4	282266	287739	0
chr4	295352	303141	0.301029996
chr4	304605	305414	0
chr4	306726	308262	0
chr4	308253	315096	0
chr4	319008	322696	0
chr4	323112	323716	0
chr4	325078	326909	0
chr4	330950	332524	0
chr4	334705	335315	0
chr4	345910	347402	0
chr4	350316	352047	0
chr4	353205	354979	0
chr4	357684	358822	0
chr4	361377	364154	0
chr4	366774	369241	0
chr4	372980	373576	0.954242509
chr4	375196	381872	1.763427994
chr4	382811	385896	1.161368002
chr4	386452	389166	0.903089987
chr4	389627	395108	2.012837225
chr4	403359	405870	0.301029996
chr4	409703	420708	0
chr4	425453	426395	0
chr4	427773	430927	0
chr4	430916	435431	1.301029996
chr4	436893	441094	2.25163822
chr4	448952	449302	0
chr4	450828	454718	0
chr4	457355	463926	1.711807229
chr4	466684	467772	0
chr4	467990	468815	0
chr4	469543	472925	0.301029996
chr4	477849	483966	2.307496038
chr4	485513	485746	0
chr4	488886	493792	2.70372116
chr4	501850	502425	0
chr4	504315	509134	1.096910013
chr4	513665	520262	1.484299839
chr4	521006	521437	0
chr4	523954	525211	0
chr4	533984	535431	0
chr4	540432	540710	0
chr4	540947	541294	0
chr4	550961	551520	0
chr4	558841	559533	0
chr4	563295	565043	0
chr4	565641	567425	0
chr4	568780	571626	0
chr4	572894	584883	0
chr4	585040	586136	0
chr4	589580	590068	0
chr4	590597	591877	0
chr4	593575	597635	0
chr4	598264	599381	0
chr4	599436	601283	0
chr4	602767	606631	0
chr4	605864	612754	1.505149978
chr4	607920	609458	0
chr4	618430	625010	0
chr4	625035	628710	0
chr4	632920	635132	0
chr4	635418	638858	0
chr4	638939	639874	0
chr4	645563	648358	0
chr4	650490	650855	0
chr4	654126	655245	0
chr4	655374	658083	0
chr4	658932	660203	0
