chr2L	8756	9065	chr2L	129030	129350	2	1	120279	4	1	0	0	1000	1000
chr2L	12422	12604	chr2L	46586	47609	2	1	34584	53	385	1.39e-06	1.69e-06	5.86	5.77
chr2L	15149	15341	chr2L	73405	73851	2	1	58383	5	22	3.15e-11	6.93e-11	10.5	10.16
chr2L	33909	34061	chr2L	54881	55057	2	1	20984	0	47	0	0	1000	1000
chr2L	39362	39753	chr2L	56118	56383	4	1	16693	7	47	6.98e-21	2.42e-20	20.16	19.62
chr2L	43414	43648	chr2L	52526	52748	4	1	9106	38	13	5.9e-20	2e-19	19.23	18.7
chr2L	43414	43648	chr2L	73121	73429	2	1	29744	38	310	4.59e-07	5.94e-07	6.34	6.23
chr2L	46012	46219	chr2L	59048	59292	2	1	13054	83	6	6.97e-10	1.32e-09	9.16	8.88
chr2L	46586	47609	chr2L	54881	55057	6	1	7871	385	47	1.07e-20	3.69e-20	19.97	19.43
chr2L	46586	47609	chr2L	56118	56383	9	1	9153	385	47	4.13e-32	1.69e-31	31.38	30.77
chr2L	46586	47609	chr2L	59048	59292	9	1	12072	385	6	0	0	1000	1000
chr2L	46586	47609	chr2L	66911	67208	7	1	19962	385	43	1e-24	3.75e-24	24	23.43
chr2L	46586	47609	chr2L	72506	72926	2	1	25618	385	206	2.12e-05	2.31e-05	4.67	4.64
chr2L	46586	47609	chr2L	73405	73851	4	1	26530	385	22	7.37e-15	2.07e-14	14.13	13.68
chr2L	46586	47609	chr2L	102301	102474	2	1	55290	385	168	1.41e-05	1.55e-05	4.85	4.81
chr2L	46586	47609	chr2L	107982	108358	2	1	61072	385	478	0.000114	0.000119	3.94	3.93
chr2L	46586	47609	chr2L	131968	132264	2	1	85018	385	0	0	0	1000	1000
chr2L	46586	47609	chr2L	5108417	5108741	2	1	5061481	385	2913	0.00403	0.00404	2.4	2.39
chr2L	52526	52748	chr2L	250638	250929	2	1	198146	13	90	4.26e-09	7.32e-09	8.37	8.14
chr2L	66911	67208	chr2L	107982	108358	2	1	41110	43	478	1.4e-06	1.71e-06	5.85	5.77
chr2L	72506	72926	chr2L	91543	91882	2	1	18996	206	65	5.99e-07	7.63e-07	6.22	6.12
chr2L	72506	72926	chr2L	102301	102474	2	1	29671	206	168	4.04e-06	4.66e-06	5.39	5.33
chr2L	72506	72926	chr2L	107982	108358	4	1	35454	206	478	1.74e-10	3.55e-10	9.76	9.45
chr2L	72506	72926	chr2L	129030	129350	2	1	56474	206	1	0	0	1000	1000
chr2L	73121	73429	chr2L	91543	91882	2	1	18437	310	65	1.36e-06	1.66e-06	5.87	5.78
chr2L	73121	73429	chr2L	96292	96490	2	1	23116	310	48	7.37e-07	9.27e-07	6.13	6.03
chr2L	73121	73429	chr2L	102301	102474	2	1	29112	310	168	9.15e-06	1.02e-05	5.04	4.99
chr2L	73121	73429	chr2L	107982	108358	2	1	34895	310	478	7.39e-05	7.77e-05	4.13	4.11
chr2L	73121	73429	chr2L	158883	159220	2	1	85776	310	259	2.17e-05	2.36e-05	4.66	4.63
chr2L	73121	73429	chr2L	285495	285851	2	1	212398	310	24	1.8e-07	2.46e-07	6.74	6.61
chr2L	73121	73429	chr2L	6673094	6673472	2	1	6600008	310	1287	0.000529	0.000538	3.28	3.27
chr2L	73405	73851	chr2L	131968	132264	3	1	58488	22	0	0	0	1000	1000
chr2L	73999	74151	chr2L	91543	91882	3	1	17637	102	65	2.54e-11	5.64e-11	10.6	10.25
chr2L	73999	74151	chr2L	107982	108358	4	1	34095	102	478	1.02e-11	2.34e-11	10.99	10.63
chr2L	73999	74151	chr2L	160992	161596	2	1	87219	102	280	2.74e-06	3.23e-06	5.56	5.49
chr2L	87219	87525	chr2L	95619	95865	2	1	8370	59	32	1.16e-08	1.87e-08	7.94	7.73
chr2L	87219	87525	chr2L	96292	96490	2	1	9019	59	48	2.63e-08	4.04e-08	7.58	7.39
chr2L	91543	91882	chr2L	129030	129350	2	1	37477	65	1	0	0	1000	1000
chr2L	95619	95865	chr2L	107982	108358	3	1	12428	32	478	3.03e-10	6.03e-10	9.52	9.22
chr2L	95619	95865	chr2L	129030	129350	2	1	33448	32	1	0	0	1000	1000
chr2L	95619	95865	chr2L	1157718	1158312	2	1	1062273	32	490	8.1e-07	1.01e-06	6.09	5.99
chr2L	96292	96490	chr2L	107982	108358	3	1	11779	48	478	1.06e-09	1.96e-09	8.98	8.71
chr2L	96292	96490	chr2L	143268	143488	2	1	46987	48	230	4.05e-07	5.28e-07	6.39	6.28
chr2L	102301	102474	chr2L	143268	143488	3	1	40990	168	230	5.24e-09	8.88e-09	8.28	8.05
chr2L	102301	102474	chr2L	850835	851202	2	1	748631	168	412	1.62e-05	1.77e-05	4.79	4.75
