chr2L	8756	9065	2	4
chr2L	12422	12604	2	53
chr2L	15149	15341	2	5
chr2L	33909	34061	2	0
chr2L	39362	39753	4	7
chr2L	43414	43648	4	38
chr2L	43414	43648	2	38
chr2L	46012	46219	2	83
chr2L	46586	47609	6	385
chr2L	46586	47609	9	385
chr2L	46586	47609	9	385
chr2L	46586	47609	7	385
chr2L	46586	47609	2	385
chr2L	46586	47609	4	385
chr2L	46586	47609	2	385
chr2L	46586	47609	2	385
chr2L	46586	47609	2	385
chr2L	46586	47609	2	385
chr2L	52526	52748	2	13
chr2L	66911	67208	2	43
chr2L	72506	72926	2	206
chr2L	72506	72926	2	206
chr2L	72506	72926	4	206
chr2L	72506	72926	2	206
chr2L	73121	73429	2	310
chr2L	73121	73429	2	310
chr2L	73121	73429	2	310
chr2L	73121	73429	2	310
chr2L	73121	73429	2	310
chr2L	73121	73429	2	310
chr2L	73121	73429	2	310
chr2L	73405	73851	3	22
chr2L	73999	74151	3	102
chr2L	73999	74151	4	102
chr2L	73999	74151	2	102
chr2L	87219	87525	2	59
chr2L	87219	87525	2	59
chr2L	91543	91882	2	65
chr2L	95619	95865	3	32
chr2L	95619	95865	2	32
chr2L	95619	95865	2	32
chr2L	96292	96490	3	48
chr2L	96292	96490	2	48
chr2L	102301	102474	3	168
chr2L	102301	102474	2	168
chr2L	103053	103309	3	3
chr2L	103053	103309	2	3
chr2L	105593	105827	2	0
chr2L	107982	108358	17	478
chr2L	107982	108358	20	478
chr2L	107982	108358	5	478
chr2L	107982	108358	4	478
chr2L	107982	108358	2	478
chr2L	107982	108358	3	478
chr2L	107982	108358	3	478
chr2L	107982	108358	4	478
chr2L	107982	108358	2	478
chr2L	107982	108358	2	478
chr2L	107982	108358	2	478
chr2L	107982	108358	2	478
chr2L	120335	120855	14	345
chr2L	120335	120855	4	345
chr2L	120335	120855	2	345
chr2L	120335	120855	2	345
chr2L	120335	120855	3	345
chr2L	120335	120855	2	345
chr2L	120335	120855	2	345
chr2L	129030	129350	10	1
chr2L	129030	129350	7	1
chr2L	129030	129350	5	1
chr2L	129030	129350	2	1
chr2L	129030	129350	3	1
chr2L	129030	129350	7	1
chr2L	129030	129350	2	1
chr2L	129030	129350	2	1
chr2L	129030	129350	2	1
chr2L	129030	129350	2	1
chr2L	131968	132264	5	0
chr2L	131968	132264	3	0
chr2L	131968	132264	2	0
chr2L	131968	132264	2	0
chr2L	131968	132264	3	0
chr2L	143268	143488	5	230
chr2L	143268	143488	3	230
chr2L	143268	143488	5	230
chr2L	144582	144939	3	111
chr2L	144582	144939	6	111
chr2L	158883	159220	4	259
chr2L	158883	159220	4	259
chr2L	158883	159220	2	259
chr2L	158883	159220	3	259
chr2L	158883	159220	2	259
chr2L	158883	159220	2	259
chr2L	158883	159220	2	259
chr2L	160992	161596	7	280
chr2L	160992	161596	2	280
chr2L	160992	161596	2	280
chr2L	160992	161596	2	280
chr2L	160992	161596	2	280
chr2L	160992	161596	3	280
chr2L	160992	161596	2	280
chr2L	184853	185038	2	40
chr2L	193422	193573	2	11
chr2L	193422	193573	2	11
chr2L	204322	204601	4	27
chr2L	213597	214001	2	81
chr2L	224936	225290	3	120
chr2L	224936	225290	3	120
chr2L	250638	250929	3	90
chr2L	250638	250929	3	90
chr2L	250638	250929	2	90
chr2L	264023	264313	2	24
chr2L	277067	277327	2	6
chr2L	277067	277327	2	6
chr2L	277067	277327	2	6
chr2L	277067	277327	2	6
chr2L	277477	277734	2	236
chr2L	278051	278238	3	7
chr2L	278051	278238	2	7
chr2L	278051	278238	6	7
chr2L	285495	285851	2	24
chr2L	285495	285851	2	24
chr2L	285495	285851	3	24
chr2L	285495	285851	2	24
chr2L	295089	295277	2	23
chr2L	295399	295875	2	96
chr2L	297824	298066	4	147
chr2L	297824	298066	2	147
chr2L	297824	298066	3	147
chr2L	297824	298066	2	147
chr2L	305840	306154	2	71
chr2L	305840	306154	2	71
chr2L	305840	306154	2	71
chr2L	305840	306154	2	71
chr2L	305840	306154	2	71
chr2L	305840	306154	2	71
chr2L	322598	322863	2	14
chr2L	346783	346975	2	25
chr2L	369296	369513	2	0
chr2L	431100	431454	3	82
chr2L	431100	431454	2	82
chr2L	431100	431454	3	82
chr2L	431100	431454	2	82
chr2L	443465	443616	2	0
chr2L	443465	443616	2	0
chr2L	443649	443841	2	32
chr2L	443649	443841	2	32
chr2L	444206	444435	4	65
chr2L	444206	444435	2	65
chr2L	444206	444435	2	65
chr2L	444206	444435	2	65
chr2L	444206	444435	3	65
chr2L	444206	444435	6	65
chr2L	444206	444435	2	65
chr2L	452801	453396	3	284
chr2L	452801	453396	8	284
chr2L	452801	453396	2	284
chr2L	452801	453396	8	284
chr2L	452801	453396	8	284
chr2L	452801	453396	2	284
chr2L	452801	453396	2	284
chr2L	453377	453584	2	56
chr2L	453377	453584	11	56
chr2L	453377	453584	2	56
chr2L	453377	453584	2	56
chr2L	453377	453584	3	56
chr2L	453768	454084	2	62
chr2L	453768	454084	2	62
chr2L	453768	454084	2	62
chr2L	457635	458452	4	150
chr2L	457635	458452	2	150
chr2L	457635	458452	2	150
chr2L	462632	462940	2	0
chr2L	464171	464340	2	2
chr2L	464171	464340	2	2
chr2L	464171	464340	2	2
chr2L	472039	472352	2	649
chr2L	472039	472352	18	649
chr2L	472039	472352	5	649
chr2L	472039	472352	3	649
chr2L	472039	472352	3	649
chr2L	472039	472352	4	649
chr2L	472039	472352	3	649
chr2L	472039	472352	3	649
chr2L	472039	472352	2	649
chr2L	475581	475749	5	36
chr2L	475581	475749	2	36
chr2L	475581	475749	2	36
chr2L	475581	475749	3	36
chr2L	475581	475749	2	36
chr2L	479482	479813	4	438
chr2L	479482	479813	23	438
chr2L	479482	479813	6	438
chr2L	479482	479813	6	438
chr2L	479482	479813	3	438
chr2L	479482	479813	5	438
chr2L	479482	479813	2	438
chr2L	479482	479813	2	438
chr2L	479482	479813	2	438
chr2L	490716	491090	19	652
chr2L	490716	491090	9	652
chr2L	490716	491090	15	652
chr2L	490716	491090	6	652
chr2L	490716	491090	7	652
chr2L	490716	491090	36	652
chr2L	490716	491090	3	652
chr2L	490716	491090	7	652
chr2L	490716	491090	2	652
chr2L	492298	492468	3	0
chr2L	492298	492468	5	0
chr2L	492298	492468	3	0
chr2L	492298	492468	10	0
chr2L	492298	492468	3	0
chr2L	496956	497347	2	1
chr2L	499240	499391	2	12
chr2L	499240	499391	7	12
chr2L	499240	499391	2	12
chr2L	499240	499391	2	12
chr2L	501867	502085	7	1
chr2L	501867	502085	2	1
chr2L	502850	503249	4	194
chr2L	523354	523957	2	655
chr2L	523354	523957	4	655
chr2L	523354	523957	5	655
chr2L	523354	523957	4	655
chr2L	531504	531895	2	0
chr2L	542195	542598	2	1
chr2L	545030	545300	14	395
chr2L	545030	545300	2	395
chr2L	545030	545300	2	395
chr2L	545030	545300	2	395
chr2L	545030	545300	2	395
chr2L	545030	545300	2	395
chr2L	552292	552609	2	439
chr2L	552292	552609	2	439
chr2L	552292	552609	4	439
chr2L	552292	552609	2	439
chr2L	559534	560115	2	154
chr2L	559534	560115	2	154
chr2L	559534	560115	2	154
chr2L	807134	807314	2	14
chr2L	812959	813249	3	38
chr2L	821377	821728	2	199
chr2L	821377	821728	4	199
chr2L	821377	821728	6	199
chr2L	821377	821728	12	199
chr2L	821377	821728	2	199
chr2L	825735	826195	2	0
chr2L	825735	826195	2	0
chr2L	833265	833418	2	0
chr2L	833265	833418	3	0
chr2L	833265	833418	5	0
chr2L	835041	835225	3	30
chr2L	835041	835225	3	30
chr2L	842632	842908	12	165
chr2L	842632	842908	21	165
chr2L	842632	842908	3	165
chr2L	850835	851202	5	412
chr2L	850835	851202	3	412
chr2L	850835	851202	2	412
chr2L	850835	851202	2	412
chr2L	850835	851202	2	412
chr2L	852743	853060	11	945
chr2L	852743	853060	19	945
chr2L	852743	853060	3	945
chr2L	852743	853060	3	945
chr2L	900040	900329	2	22
chr2L	968535	968693	2	0
chr2L	986577	987070	2	0
chr2L	994654	995116	2	26
chr2L	1052056	1052275	3	11
chr2L	1061252	1061750	2	78
chr2L	1077568	1077968	3	2
chr2L	1078276	1078435	2	6
chr2L	1084396	1084725	2	30
chr2L	1084396	1084725	4	30
chr2L	1084396	1084725	2	30
chr2L	1086846	1087009	2	18
chr2L	1095856	1096115	4	25
chr2L	1095856	1096115	2	25
chr2L	1108165	1108387	20	14
chr2L	1108165	1108387	3	14
chr2L	1116426	1116577	2	0
chr2L	1118830	1119149	15	249
chr2L	1118830	1119149	9	249
chr2L	1118830	1119149	3	249
chr2L	1118830	1119149	3	249
chr2L	1118830	1119149	8	249
chr2L	1118830	1119149	4	249
chr2L	1118830	1119149	4	249
chr2L	1118830	1119149	3	249
chr2L	1118830	1119149	4	249
chr2L	1118830	1119149	2	249
chr2L	1118830	1119149	2	249
chr2L	1118830	1119149	2	249
chr2L	1118830	1119149	2	249
chr2L	1118830	1119149	2	249
chr2L	1118830	1119149	2	249
chr2L	1119582	1119887	2	0
chr2L	1128739	1128890	2	42
chr2L	1129705	1130115	6	80
chr2L	1150474	1150767	4	25
chr2L	1150474	1150767	3	25
chr2L	1157718	1158312	2	490
chr2L	1157718	1158312	5	490
chr2L	1157718	1158312	2	490
chr2L	1157718	1158312	3	490
chr2L	1157718	1158312	2	490
chr2L	1157718	1158312	2	490
chr2L	1157718	1158312	2	490
chr2L	1158582	1159454	3	41
chr2L	1158582	1159454	3	41
chr2L	1163765	1163929	2	64
chr2L	1163765	1163929	2	64
chr2L	1180673	1180958	2	0
chr2L	1202189	1202378	2	42
chr2L	1219232	1220052	3	80
chr2L	1227820	1228193	2	110
chr2L	1256443	1256594	2	51
chr2L	1264009	1264168	2	2
chr2L	1264009	1264168	2	2
chr2L	1265996	1266192	2	53
chr2L	1287546	1287728	2	1
chr2L	1287546	1287728	2	1
chr2L	1327007	1327158	2	24
chr2L	1327904	1328089	2	40
chr2L	1329400	1329628	2	30
chr2L	1329400	1329628	2	30
chr2L	1333171	1333324	2	0
chr2L	1361575	1361788	2	275
chr2L	1361575	1361788	2	275
chr2L	1361575	1361788	2	275
chr2L	1362329	1362552	2	189
chr2L	1362329	1362552	2	189
chr2L	1381671	1382252	2	48
chr2L	1381671	1382252	2	48
chr2L	1387664	1387815	2	0
chr2L	1387664	1387815	2	0
chr2L	1390959	1391143	2	66
chr2L	1394551	1394708	2	0
chr2L	1400258	1400528	3	39
chr2L	1400258	1400528	2	39
chr2L	1502667	1503034	3	107
chr2L	1504353	1504561	2	280
chr2L	1504353	1504561	2	280
chr2L	1504353	1504561	2	280
chr2L	1511128	1511303	2	34
chr2L	1538393	1538731	2	37
chr2L	1546559	1546723	2	40
chr2L	1585327	1585815	2	137
chr2L	1610169	1610484	2	11
chr2L	1623267	1623497	2	2
chr2L	1646203	1646488	2	7
chr2L	1651120	1651488	2	429
chr2L	1651120	1651488	2	429
chr2L	1651120	1651488	3	429
chr2L	1651120	1651488	2	429
chr2L	1651120	1651488	2	429
chr2L	1651120	1651488	2	429
chr2L	1677254	1677411	5	22
chr2L	1677254	1677411	2	22
chr2L	1686881	1687061	2	24
chr2L	1695661	1696273	2	84
chr2L	1695661	1696273	2	84
chr2L	1705513	1706271	2	23
chr2L	1707833	1708002	2	2
chr2L	1710901	1711219	2	46
chr2L	1710901	1711219	3	46
chr2L	1710901	1711219	5	46
chr2L	1710901	1711219	2	46
chr2L	1710901	1711219	2	46
chr2L	1715805	1715958	3	1
chr2L	1715805	1715958	4	1
chr2L	1727539	1727827	6	184
chr2L	1727539	1727827	2	184
chr2L	1727539	1727827	3	184
chr2L	1732302	1732483	2	190
chr2L	1884434	1884892	2	11
chr2L	1902858	1903022	4	25
chr2L	1902858	1903022	2	25
chr2L	1902858	1903022	2	25
chr2L	1909775	1909997	2	165
chr2L	1909775	1909997	3	165
chr2L	1911650	1911942	6	660
chr2L	1911650	1911942	6	660
chr2L	1911650	1911942	3	660
chr2L	1911650	1911942	4	660
chr2L	1911650	1911942	2	660
chr2L	1911650	1911942	4	660
chr2L	1911650	1911942	2	660
chr2L	1933870	1934027	2	15
chr2L	1970811	1970972	2	0
chr2L	1970811	1970972	2	0
chr2L	1974115	1974844	3	95
chr2L	1974115	1974844	3	95
chr2L	1974115	1974844	3	95
chr2L	1980568	1980817	2	19
chr2L	1987434	1987910	3	679
chr2L	1987434	1987910	2	679
chr2L	1987434	1987910	2	679
chr2L	1987434	1987910	2	679
chr2L	1987434	1987910	2	679
chr2L	1987434	1987910	9	679
chr2L	1987434	1987910	2	679
chr2L	1987434	1987910	3	679
chr2L	1987434	1987910	2	679
chr2L	1987434	1987910	2	679
chr2L	1988172	1988511	2	348
chr2L	1988172	1988511	2	348
chr2L	1988620	1988804	3	14
chr2L	1988620	1988804	2	14
chr2L	1988620	1988804	3	14
chr2L	1988620	1988804	3	14
chr2L	1988620	1988804	2	14
chr2L	1988620	1988804	2	14
chr2L	1988620	1988804	2	14
chr2L	2006043	2006295	2	0
chr2L	2037538	2037973	11	249
chr2L	2042842	2043121	2	42
chr2L	2090549	2090854	2	6
chr2L	2130713	2131094	2	778
chr2L	2130713	2131094	3	778
chr2L	2130713	2131094	7	778
chr2L	2130713	2131094	8	778
chr2L	2130713	2131094	2	778
chr2L	2130713	2131094	3	778
chr2L	2130713	2131094	3	778
chr2L	2130713	2131094	2	778
chr2L	2130713	2131094	2	778
chr2L	2136057	2136261	2	71
chr2L	2167234	2167422	5	44
chr2L	2167234	2167422	7	44
chr2L	2178325	2178478	2	1
chr2L	2178535	2178872	2	11
chr2L	2178535	2178872	2	11
chr2L	2178535	2178872	2	11
chr2L	2204740	2204953	2	11
chr2L	2204740	2204953	2	11
chr2L	2204740	2204953	7	11
chr2L	2221975	2222217	4	121
chr2L	2221975	2222217	13	121
chr2L	2221975	2222217	2	121
chr2L	2221975	2222217	2	121
chr2L	2221975	2222217	2	121
chr2L	2226498	2226781	5	105
chr2L	2226498	2226781	4	105
chr2L	2236645	2237046	2	241
chr2L	2236645	2237046	3	241
chr2L	2242233	2242587	2	1179
chr2L	2242233	2242587	6	1179
chr2L	2242233	2242587	4	1179
chr2L	2242233	2242587	7	1179
chr2L	2242233	2242587	3	1179
chr2L	2242233	2242587	3	1179
chr2L	2242233	2242587	3	1179
chr2L	2242233	2242587	2	1179
chr2L	2242233	2242587	3	1179
chr2L	2242233	2242587	2	1179
chr2L	2242233	2242587	2	1179
chr2L	2242233	2242587	3	1179
chr2L	2243713	2243967	2	0
chr2L	2243713	2243967	2	0
chr2L	2287894	2288104	2	24
chr2L	2310074	2310296	2	7
chr2L	2357139	2357397	2	77
chr2L	2357532	2357684	2	68
chr2L	2357532	2357684	2	68
chr2L	2365251	2365463	2	0
chr2L	2381140	2381291	3	1
chr2L	2381140	2381291	3	1
chr2L	2421034	2421291	2	3
chr2L	2492513	2492669	2	99
chr2L	2492808	2493241	2	540
